brand,station_count,location_count
SALVATORE RISTORANTE ITALIANO,1,1
SAM S TAVERN,1,1
SAMIRS MEDITERRANEAN GRILL,1,1
SAMMICH,1,1
SAMRA CAFE AND BAKLAVA,1,1
SAMS TAVERN,1,1
SAMSARA HEALING,1,1
SAN S STICKERS,1,1
SANKOFA BOUTIQUE,1,1
SANSEVIERIA,1,1
SARAH HARDING,1,1
SARAH MARSH,1,1
SAS SAN ANTONIO SHOEMAKERS 235,1,1
SASQUATCH GUAYABA,1,1
SATMATO YOGA,1,1
SATTVA HEALING ARTS,1,1
SAVANNAH ROSA,1,1
SC GOODS,1,1
SCARY FLOWERS,1,1
SCOOTERS PET CARE,1,1
SCOUT VENTURES,1,1
SCREAM SALON,1,1
SCREWDRIVER BAR,1,1
SEA D IN,1,1
SEAFAB CAFE,1,1
SEASMITH,1,1
SEATTLE BEST CLEANERS,1,1
SEATTLE BODY FOOT MASSAGE,1,1
SEATTLE BRICKSLINGER,1,1
SEATTLE CANINE CLUB,1,1
SEATTLE CANINE CLUB CAPITOL HILL,1,1
SEATTLE CANNABIS,1,1
SEATTLE CHICKEN EXPRESS FANAS CUISINE,1,1
SEATTLE CIGAR TOBACCO,1,1
SEATTLE DECORATIVE ART RESTORATION SVCS,1,1
SEATTLE GEAR,1,1
SEATTLE GOODWILL,1,1
SEATTLE GOODWILL INDUSTRIES,1,1
SEATTLE HAIR SALON AND BEAUTY SUPPLY,1,1
SEATTLE HAIR STUDIO,1,1
SEATTLE KARAOKE ENTERPRISES,1,1
SEATTLE LAUNDRY SERVICE,1,1
SEATTLE NAIL STUDIO,1,1
SEATTLE NOVELTY VENDING,1,1
SEATTLE POLICE PUBLIC FIREARM TRANSFERS AND BUYBAC,1,1
SEATTLE SAMOSA,1,1
SEATTLE SEASONING,1,1
SEATTLE SOUL DOG,1,1
SEATTLE SUPER MARKET,1,1
SEATTLE UNIVERSITY,1,1
SEATTLES BEST TERIYAKI,1,1
SECOND STORY TREASURES,1,1
SECOND TIME ACADEMY,1,1
SECOND USE BUILDING MATERIALS,1,1
SECRET BURGER KITCHEN,1,1
SEGIMARA,1,1
SELFMADE THRIFTZ,1,1
SELVA CENTRAL GOODS,1,1
SENSITIVE DOG THE DOG SHOW,1,1
SERGIUS BACCHUS,1,1
SEVEN STAR PEPPER,1,1
SEVEN STARS PEPPER,1,1
SEWING FACTORY,1,1
SEYNABOU NDOYE,1,1
SHAKE SHACK,1,1
SHAKE SHAKE,1,1
SHAMILA FINE JEWELRY,1,1
SHAWARMA SHACK,1,1
SHAWARMA TIME,1,1
SHAWN KEMPS CANNABIS SODO,1,1
SHEAR FINESSE BARBERSHOP,1,1
SHEAR MADNESS,1,1
SHELBYGRAFFICS,1,1
SHELL MADISON EXPRESS,1,1
SHELLEY HARDWICK VISUAL ARTIST,1,1
SHEMMACHIC,1,1
SHIGAS,1,1
SHIRE SHEARS,1,1
SHIROS RESTAURANT,1,1
SHIRT LADY THE,1,1
SHORTYS,1,1
SHUFFLE SHINE,1,1
SHULTZYS SAUSAGE,1,1
SHUTTLEWORTH ENTERPRISES,1,1
SHWE BAGAN,1,1
SICHUAN HOTPOT,1,1
SIDDAL,1,1
SIDE QUEST TATTOO,1,1
SIEMBRA SEATTLE,1,1
SILLY CAT FOOD,1,1
SILVER PLATTERS,1,1
SILVERWORKS,1,1
SIMPLE HARMONY SHOPPE,1,1
SIMPLY SAFE SEX TOYS,1,1
SINDHU INTERNATIONAL,1,1
SINGLE SHOT,1,1
SINNERS PIZZA,1,1
SIP HOUSE,1,1
SIP N YAP,1,1
SIX FIGURE CATERING,1,1
SIX PACK FOODS,1,1
SIZZLE CRUNCH,1,1
SIZZLE CRUNCH 5,1,1
SKILLET DINER,1,1
SKY HIGH GARDENS,1,1
SLAVE TO THE NEEDLE TATTOO,1,1
SLEEPLESS CITY DONUTS,1,1
SMA5H,1,1
SMALL BUSINEZ AUTHORITY,1,1
SMILE THAII CUISINE,1,1
SMITH,1,1
SMOKE STOP,1,1
SNACK SMOKE MART,1,1
SNIP THAT ASH,1,1
SNOW DAY,1,1
SOCIAL SKINS,1,1
SODEXO AMERICA META SEATTLE RL,1,1
SODO POKE MORE,1,1
SODO TECH,1,1
SOFTWEAR PRINTS,1,1
SOJU ANJU BAR,1,1
SOL LIQUOR LOUNGE,1,1
SOLETTE,1,1
SOLIDSTATE,1,1
SOLL,1,1
SOLO NOODLE,1,1
SOLOCO MUSIC,1,1
SOMATIC VR,1,1
SOMOS,1,1
SOMTAM THAI,1,1
SONGS POLYNESIAN MARKET DELI,1,1
SOPHIAHN,1,1
SORT,1,1
SOUTHSEA GROCERY,1,1
SPARKLE STEW,1,1
SPAVIA,1,1
SPEX IN THE CITY,1,1
SPICE BLISS ON WHEELS,1,1
SPICE BOX,1,1
SPIN CYCLE,1,1
SPORELUST,1,1
SPOTTED OWL BERGER VARIETY SHOP,1,1
SPRSSO,1,1
SQUARES WORKS,1,1
SRAVANTHIN,1,1
SSAFFRON SPICE,1,1
ST JOHNS BAR EATERY,1,1
ST NECTARIOS PRESS BOOK CENTER,1,1
ST SPIRIDONS CATHEDRAL,1,1
STANFORD S RESTAURANT BAR,1,1
STAR,1,1
STAR LIFE OASIS CAFE,1,1
STARBUCKS COFFEE 100,1,1
STARBUCKS COFFEE 112,1,1
STARBUCKS COFFEE 15253,1,1
STARBUCKS COFFEE 3363,1,1
STARBUCKS COFFEE 389,1,1
STARBUCKS COFFEE 67116,1,1
STARBUCKS COFFEE 7941,1,1
STARBUCKS COFFEE 9303,1,1
STARBUCKS RESERVE,1,1
STARBUCKS RESERVE ROASTERY TASTING RM 22344,1,1
STARLING SALON COLLECTIVE,1,1
STEEL CUTS,1,1
STEELE BARBER,1,1
STEVE JENSEN STUDIOS,1,1
STEVIE S FAMOUS BEACON HILL,1,1
STILL 48 NORTH,1,1
STITCH CAFE,1,1
STITCHES,1,1
STREET TREATS,1,1
STROLL ROVER,1,1
STRUT UR MUTT DOG WALKING SERVICE,1,1
STT SPORTS LETTERING COMPANY,1,1
STUDIO 229,1,1
STUDIO 4 BROW,1,1
STUDIO 9003,1,1
STUDIO HEXE,1,1
STUDIO TOUJOURS,1,1
STUDIOHAIR 120,1,1
STUDIOLIFE,1,1
STUMBLING MONK,1,1
STYLED BY SYD,1,1
STYLUS,1,1
SUBTLE BODY SOLUTIONS,1,1
SUBWAY 49400,1,1
SUES STUFF,1,1
SUGAR SHEARS SALON ORGANIC SPA,1,1
SUGAR SUGAR LIFESTYLE SPA BOUTIQUE,1,1
SUGARING NYC CAPITOL HILL,1,1
SULTAN,1,1
SUMMIT FOODS,1,1
SUMMIT PUBLIC HOUSE,1,1
SUMMIT SELVAGE,1,1
SUMO EXPRESS HIBACHI SUSHI,1,1
SUMO EXPRESS JAPANESE RESTAURANT,1,1
SUN KISSED SMOOTHIES SUPPLEMENTS,1,1
SUNBLOOM,1,1
SUNDAY FISHING,1,1
SUNLIGHT CAFE,1,1
SUNNY ISLAND NAILS AND SPA,1,1
SUNRISE MASSAGE,1,1
SUNRISE SPA,1,1
SUNS OUT CREATIVE,1,1
SUNSHINE FLOWER,1,1
SUPER JOCK N JILL,1,1
SUPERCICLE ICE CREAM,1,1
SUPERNOVA,1,1
SUPREME CUTZ,1,1
SUPREME DUMPLINGS,1,1
SUPREME WINGS,1,1
SUSAN K OSHIE,1,1
SUSHI BY SCRATCH RESTAURANTS SEATTLE,1,1
SUSHI HAN,1,1
SUSHI KATSU YA,1,1
SUSHI TOKYO,1,1
SUSHISUN,1,1
SUZANNE MARIE TILLEY,1,1
SUZIES,1,1
SWAY CAKE,1,1
SWEET ALCHEMY ICE CREAMERY,1,1
SWEET MOMMA BROWNS,1,1
SWEET YOU,1,1
SWEETS TASTE OF CARIBBEAN,1,1
SWIFT,1,1
SY PHARMACY WELLNESS,1,1
T REX,1,1
T ZONE,1,1
TAC,1,1
TACO CITY TAQUERIA,1,1
TACO STREET,1,1
TACORTIZ,1,1
TACOS AND SHUCOS,1,1
TACOS COMETA,1,1
TACOS LOCOS,1,1
TAHA MINI MART,1,1
TAI FOONG USA,1,1
TAKAKOGRAPHY,1,1
TAKUMI SUSHI,1,1
TAMALE MY LIFE,1,1
TAMARIND TREE RESTAURANT,1,1
TAN DINH DELI,1,1
TANDOORI FLAME INDIAN GRILL,1,1
TANEDA SUSHI IN KAISEKI,1,1
TAPROOT CAFE BAR,1,1
TAQUERIA COSTA ALEGRE,1,1
TAQUERIA EL 5 DE MAYO,1,1
TAQUERIA EL PASTORCITO 2,1,1
TAQUERIA EL RINCONSITO,1,1
TAQUERIA ENTRADA SALIDA,1,1
TAQUERIA LA MEXICANA,1,1
TAQUERIA LA PASADITA,1,1
TAQUERIA LOS POTRILLOS,1,1
TAQUERIA SANCHEZ BRAMBILA,1,1
TAQUERIA TEHUACAN,1,1
TARGET OPTICAL SHOP 4125,1,1
TASHAS PUDDINN PALACE,1,1
TASTE BUDS WELLNESS,1,1
TASTE OF INDIA,1,1
TASTE OF XIAN,1,1
TASTY POT,1,1
TATTOO PARLOR,1,1
TATTOOS BY CHRISTOPHER,1,1
TAURUS OX,1,1
TED BROWN MUSIC COMPANY,1,1
TEDDYS OFF ROOSEVELT,1,1
TEETH OF TURTUOISE,1,1
TELE HUB,1,1
TELLES ROBERTA A,1,1
TENOCH MEXICAN GRILL,1,1
TERIYAKI MADNESS,1,1
TERIYAKI PLUS,1,1
TERRA FLEURS,1,1
TERRISUKIYAKI,1,1
TEZO TOBIS,1,1
THAI FUSION BISTRO,1,1
THAI GER ROOM,1,1
THAI LUCINE,1,1
THAI OCEAN RESTAURANT,1,1
THAI TOM,1,1
THAI WISDOM CAPITOL HILL,1,1
THAN BROTHERS RESTAURANT,1,1
THAN BROTHERS RESTAURANTS,1,1
THANH PHAT TAI MARKET,1,1
THANH TAM RESTAURANT,1,1
THANH VI RESTAURANT,1,1
THAPRACHAN,1,1
THAT SANDWICH,1,1
THE 3RD LIL PIG,1,1
THE ALLEY UW,1,1
THE ANTIQUE NOMAD,1,1
THE AUDIO CONNECTION,1,1
THE BAKEREE BELLTOWN,1,1
THE BEAN COLLECTION,1,1
THE BEAN WAREHOUSE,1,1
THE BLUE MOON,1,1
THE BOB,1,1
THE BURLESQUE BOUTIQUE,1,1
THE BUTCHER S TABLE,1,1
THE CAT NAILS SPA,1,1
THE CITY SMOKE SHOP,1,1
THE COMEBACK,1,1
THE COMET,1,1
THE COMFORT ZONE RESTAURANT,1,1
THE CRAMP SEATTLE,1,1
THE CRESCENT LOUNGE,1,1
THE DISH CAFE,1,1
THE DOCTORS OFFICE,1,1
THE ESCONDITE,1,1
THE FRENCH GUYS,1,1
THE GEM SYNDICATE,1,1
THE GLASS DEPT,1,1
THE GLOBE BOOKSTORE,1,1
THE GREEN GARGOYLE,1,1
THE GRILL FROM IPANEMA,1,1
THE GUILT TRIP,1,1
THE HAIR CONNECTION,1,1
THE HAWAII GENERAL STORE GALLERY,1,1
THE HERBALIST,1,1
THE JILTED SIREN,1,1
THE JOINT,1,1
THE KRAKEN BAR LOUNGE,1,1
THE LASH LADY,1,1
THE LASH SUPPLY SEATTLE,1,1
THE MADISON PUB,1,1
THE MOO BAR,1,1
THE NA SOMMELIER,1,1
THE NAIL ROOM,1,1
THE NEST ARCADE,1,1
THE NEW SIREN TAVERN,1,1
THE NOT EMPTY BOX,1,1
THE OPEN BOOK,1,1
THE ORIGINAL LISAB VINTAGE,1,1
THE ORIGINAL PHILLYS,1,1
THE PATIO FINE THAI CUISINE,1,1
THE POKEMON COMPANY INTERNATIONAL,1,1
THE POWER PLANT SEATTLE,1,1
THE PRESS BOX,1,1
THE QUARTERS IN DA CUT,1,1
THE REBEL,1,1
THE RED BALLOON,1,1
THE REEF,1,1
THE ROLLING GARDENS,1,1
THE SEATTLE SPREAD,1,1
THE SHERWIN WILLIAMS 1507,1,1
THE SHERWIN WILLIAMS 3546,1,1
THE SHERWIN WILLIAMS 8156,1,1
THE SHOP AGORA,1,1
THE SHOP CLUB SEATTLE,1,1
THE SOAP SNAIL,1,1
THE SOWING COLLECTIVE,1,1
THE SPOT SMOKE SHOP,1,1
THE STATION COFFEE SHOP,1,1
THE STATION COLUMBIA CITY,1,1
THE TASTY MOMENTS,1,1
THE TEAPOT VEGAN HOUSE,1,1
THE TIME SHOP,1,1
THE UPS STORE,1,1
THE VAJRA,1,1
THE VELVET ELK,1,1
THE WASH BAR,1,1
THE WAXING BOUTIQUE,1,1
THE WESTY ROOSEVELT,1,1
THE WHITE DOOR BRIDAL,1,1
THERESTAURANTWAREHOUSE COM,1,1
THIEN PHAT RESTAURANT,1,1
THIEN PHUOC JEWELRY,1,1
THISTLE AND THORN FLORISTRY,1,1
THISTLE POPPY,1,1
THO,1,1
THOMAS MARKET,1,1
THREE SACKS FULL,1,1
THROWBACKS NW,1,1
THT,1,1
THUC CAFE,1,1
THUY DUONG MUSIC CENTER,1,1
THUY TRAN,1,1
THY THY,1,1
TI 22,1,1
TIAN FU,1,1
TIFFANEY HOWLAND,1,1
TIFFANY GOUGH,1,1
TIG KITCHEN BAR,1,1
TILE FOR LESS,1,1
TIME BISTRO,1,1
TIMELESS TEA,1,1
TIMOTHY DE CLUE COLLECTION,1,1
TIMS BARBER SHOP,1,1
TINA ETHIOPIAN AND ERITREAN RESTAURANT,1,1
TINAS HAIR NAIL SALON,1,1
TITLE 9 SPORTS,1,1
TJS STREET TACOS,1,1
TK COSMETICS,1,1
TOAST MI,1,1
TOASTED,1,1
TOBACCO LEAF,1,1
TOKKI YA,1,1
TOKYO STANDARDS,1,1
TOKYO TRENDY,1,1
TONYS DELI,1,1
TORI 10 SEATTLE,1,1
TORO SUSHI HAND ROLL BAR,1,1
TOTAL WINE MORE,1,1
TOURE APPAREL,1,1
TOURNITEK,1,1
TOUS LES JOURS BAKERY,1,1
TOUS LES JOURS BAKERY CAPITOL HILL,1,1
TRACYS HAIR STUDIO,1,1
TRADER JOES 130,1,1
TRADER JOES 137,1,1
TRANSADAPT,1,1
TRAVELING T SHIRT FANS,1,1
TREEREX,1,1
TRENDY WENDY,1,1
TREZO,1,1
TRI ORGANIC SPA,1,1
TRINITY MARKET DELI,1,1
TROVEPORIUM,1,1
TRUCK DOG,1,1
TTL HOLDINGS,1,1
TURKISTAN,1,1
TURTLE TURTLE SOUND SYSTEM,1,1
TUTTA BELLA,1,1
TUTTA BELLA NEAPOLITAN PIZZERIA,1,1
TWEEDY POPP HARDWARE AT UW,1,1
TWICE SOLD TALES,1,1
U DON FRESH JAPANESE NOODLE STATION,1,1
U KNOW ME,1,1
U SMOKE,1,1
UGLY MUG CAFE AND COFFEE ROASTERS,1,1
ULTRA CLEANER,1,1
UMAI DO JAPANESE SWEETS,1,1
UMI SAKE HOUSE,1,1
UNCOMMON MONDAY,1,1
UNDERU4MEN SEATTLE,1,1
UNDINE,1,1
UNICORN BAR RESTAURANT,1,1
UNION,1,1
UNION N,1,1
UNIVERSITY AV BARBER STYLE SHOP,1,1
UNIVERSITY BOOK STORE,1,1
UNIVERSITY CANINE LEARNING ACADEMY,1,1
UNIVERSITY CHEVRON,1,1
UNIVERSITY DISTRICT FOOD BANK,1,1
UNIVERSITY DISTRICT YOGA,1,1
UNIVERSITY FOOD BEVERAGE MARKET,1,1
UNIVERSITY SMOKE SHOP,1,1
UNIVERSITY TERIYAKI BAKERY,1,1
UNIVERSITY VW AUDI SEATTLE,1,1
UNREPLICATED,1,1
UNVERSITY 76,1,1
UPTIGHT HAIR DESIGN,1,1
UPTOWN ESPRESSO BELLTOWN,1,1
URBAN DOG ADVENTURES,1,1
URBAN FEED GARDEN,1,1
URBAN MART,1,1
URBAN NAILS,1,1
URBAN SEACOW,1,1
URBAN SERPENTS,1,1
URL,1,1
USED FURNITURE,1,1
UTANGA BARBERSHOP,1,1
UTOPIA,1,1
UW SEATTLE BEST TEA,1,1
UW SMOKE SHOP,1,1
UWMC GIFT SHOP,1,1
UWMC LOBBY ESPRESSO,1,1
UWMC PAVILLION ESPRESSO,1,1
UWMC ROOSEVELT ESPRESSO,1,1
VACA LOCA THE LATIN TASTE,1,1
VALE CAFE,1,1
VALENTINE HEALTH AND WELLNESS,1,1
VANY BEAUTY HAIR SALON,1,1
VARIEDADES TIPICO DE GUATEMALA,1,1
VELVET CRUSH,1,1
VENSPARK,1,1
VERIDIS,1,1
VERMILLION,1,1
VERSUS APPAREL,1,1
VIA TRIBUNALI,1,1
VIENGKEO VINKHAMPRASEUTH,1,1
VIENTIANE GROCERY,1,1
VIETNAM HOUSE,1,1
VIFON INTERNATIONAL,1,1
VILLAGE SUSHI,1,1
VINASON PHO,1,1
VINASON PHO GRILL,1,1
VINDICKTIVE BAR WINGS,1,1
VINO VERITE,1,1
VINTAGE BY CLAUDINE,1,1
VINTAGE COSTUMERS,1,1
VINTAGE CURATOR,1,1
VINTAGE IN SEATTLE,1,1
VIOLET,1,1
VUE LOUNGE,1,1
WA AUTO BODY REPAIR SALE,1,1
WA CHAIN SUPPLY,1,1
WA SUPPLY,1,1
WABI SABI,1,1
WALGREENS 04157,1,1
WALGREENS 05950,1,1
WALGREENS 06590,1,1
WALGREENS 06890,1,1
WALGREENS SPECIALTY PHARMACY,1,1
WALLINGFORD SHELL,1,1
WASABI BISTRO,1,1
WASABI SUSHI IZAKAYA,1,1
WASHBURN JENNIFER,1,1
WASHINGTON ONE HOUR CLEANERS,1,1
WATERSHED PUB KITCHEN,1,1
WAX ON BEAUTY CENTER,1,1
WAXING MOON SPA,1,1
WAXOLOGY A BEAUTY BOUTIQUE,1,1
WAYWARD VEGAN CAFE,1,1
WAZA TOKYO,1,1
WEEBS AND DWEEBS,1,1
WEI PIING LIAO,1,1
WELCOME NAILS SPA,1,1
WENDY SUE DESIGN,1,1
WENQIONG YANG,1,1
WEST 16TH VINTAGE,1,1
WEST ELM 670,1,1
WESTMANS BAGEL COFFEE,1,1
WETHERHOLT SALON AND SPA,1,1
WHALE EXPRESS MARKET DELI,1,1
WHAT S YOUR MOOD,1,1
WHAT THE DUCK,1,1
WHATCHA SMOKIN BBQ,1,1
WHATS THE JUICE,1,1
WHOLLY TRINITY,1,1
WIBOTIC,1,1
WILD CATS CATERING,1,1
WILD GINGER MCKENZIE,1,1
WILD HARE GOODS AND THINGS,1,1
WILDROSE THE,1,1
WINDTHROW,1,1
WINDY CITY PIE,1,1
WINGSTOP 1046,1,1
WINGSTOP 2325,1,1
WINGSTOP 2616,1,1
WINK EYEWEAR,1,1
WIZARD MAILLE,1,1
WOLFGANG PUCK CATERING EVENTS,1,1
WONG FAMILY SUSHI,1,1
WONG TUNG SEAFOOD,1,1
WOOF GANG BAKERY GROOMING CAPITOL HILL,1,1
WORLD OF SMOKE VAPE,1,1
WUNDERGROUND RETAIL CAP HILL,1,1
X TASTY WORLD,1,1
XOFIFI,1,1
XQT BEAUTY,1,1
XTRACTED LABORATORIES 502,1,1
Y S HOMEPLACE MOBILE VINTAGE BOUTIQUE,1,1
YALLA,1,1
YELLOW,1,1
YGF MALATANG,1,1
YK TRADING,1,1
YOGOTOPIA,1,1
YORDA BEAUTY SALON,1,1
YOU ARE NATURE WELLNESS,1,1
YOUR KUYAS,1,1
YU SUSHI KATSU,1,1
YUKIS DIFFUSION,1,1
YUM YUM THAI RESTAURANT,1,1
YUMMY WAHOO,1,1
YUN WEI HOLDINGS,1,1
YUU TEA CAFE,1,1
YVEY,1,1
ZAIN,1,1
ZANZI BAR,1,1
ZARY BAKERY,1,1
ZEST FAST FOOD RESTAURANT,1,1
ZETTI BRAND,1,1
ZI MANAGEMENT,1,1
ZIONS GATE RECORDS,1,1
ZNZ OIL TREATMENT,1,1
ZOES LOST FOUND,1,1
ZOONY PETS,1,1
